timeStamp/s,positon/mm,q,velocity(mm/s),coil,E/uV,accelerator(mm/s^2),gyroscope(deg/s)
1655298495.9130154,"(44.64557378175158, -89.48057186729517, 300)","(0.22934066508912926, 0, 0, 0.9733462176104019)","(-4.474028593364759, -2.232278689087579, 0)",13,22.203468118616595,"(-0.11161393445437895, 4.474028593364759, 9800.0)","(0, 0, 125.66370614359172)"
1655298495.9630156,"(44.60082303541214, -89.50288590075657, 300)","(0.22909729482518368, 0, 0, 0.9734035286066015)","(-4.475144295037828, -2.230041151770607, 0)",14,29.366996465818172,"(-0.11150205758853035, 4.475144295037828, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.0130155,"(44.556061136434465, -89.52517755361514, 300)","(0.22885391023953328, 0, 0, 0.9734607787518076)","(-4.476258877680756, -2.227803056821723, 0)",15,20.807781750834224,"(-0.11139015284108617, 4.476258877680756, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.0630155,"(44.51128809601144, -89.54744682029673, 300)","(0.22861051134739271, 0, 0, 0.9735179680424413)","(-4.477372341014837, -2.225564404800572, 0)",0,2.5698170783221626,"(-0.1112782202400286, 4.477372341014837, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.1130154,"(44.46650392533884, -89.56969369523279, 300)","(0.22836709816397815, 0, 0, 0.9735750964749272)","(-4.478484684761639, -2.2233251962669422, 0)",1,5.265945313504485,"(-0.1111662598133471, 4.478484684761639, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.1630154,"(44.42170863561511, -89.59191817286042, 300)","(0.228123670704506, 0, 0, 0.9736321640456944)","(-4.479595908643021, -2.2210854317807556, 0)",2,6.571476086514314,"(-0.11105427158903779, 4.479595908643021, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.2130156,"(44.376902238041524, -89.61412024762228, 300)","(0.22788022898419383, 0, 0, 0.9736891707511753)","(-4.4807060123811135, -2.2188451119020765, 0)",3,4.980115372607196,"(-0.11094225559510382, 4.4807060123811135, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.2630155,"(44.33208474382207, -89.63629991396665, 300)","(0.22763677301825982, 0, 0, 0.9737461165878061)","(-4.481814995698333, -2.216604237191104, 0)",4,6.5999549134307856,"(-0.11083021185955519, 4.481814995698333, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.3130155,"(44.287256164163665, -89.65845716634738, 300)","(0.22739330282192377, 0, 0, 0.9738030015520269)","(-4.482922858317369, -2.2143628082081834, 0)",5,14.066551475885776,"(-0.11071814041040917, 4.482922858317369, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.3630154,"(44.242416510275845, -89.68059199922396, 300)","(0.2271498184104056, 0, 0, 0.9738598256402816)","(-4.484029599961198, -2.212120825513792, 0)",6,18.0796132681967,"(-0.11060604127568961, 4.484029599961198, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.4130154,"(44.197565793370934, -89.70270440706149, 300)","(0.22690631979892623, 0, 0, 0.9739165888490181)","(-4.485135220353074, -2.2098782896685467, 0)",7,13.1966300473348,"(-0.11049391448342734, 4.485135220353074, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.4630156,"(44.15270402466413, -89.72479438433062, 300)","(0.22666280700270808, 0, 0, 0.9739732911746878)","(-4.486239719216531, -2.2076352012332063, 0)",8,10.481089058059448,"(-0.11038176006166033, 4.486239719216531, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.5130155,"(44.107831215373295, -89.74686192550769, 300)","(0.2264192800369738, 0, 0, 0.9740299326137459)","(-4.487343096275385, -2.205391560768665, 0)",9,23.73620026544353,"(-0.11026957803843324, 4.487343096275385, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.5630155,"(44.062947376719066, -89.7689070250746, 300)","(0.22617573891694714, 0, 0, 0.9740865131626518)","(-4.48844535125373, -2.2031473688359533, 0)",10,31.42087728220191,"(-0.11015736844179766, 4.48844535125373, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.6130154,"(44.018052519924815, -89.79092967751889, 300)","(0.22593218365785253, 0, 0, 0.9741430328178683)","(-4.4895464838759445, -2.2009026259962408, 0)",11,22.072524444926152,"(-0.11004513129981204, 4.4895464838759445, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.6630154,"(43.97314665621679, -89.81292987733364, 300)","(0.2256886142749159, 0, 0, 0.974199491575862)","(-4.490646493866683, -2.198657332810839, 0)",12,9.949680508543192,"(-0.10993286664054197, 4.490646493866683, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.7130156,"(43.92822979682386, -89.83490761901766, 300)","(0.22544503078336348, 0, 0, 0.9742558894331038)","(-4.491745380950883, -2.196411489841193, 0)",13,22.32378241950908,"(-0.10982057449205963, 4.491745380950883, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.7630155,"(43.88330195297768, -89.85686289707529, 300)","(0.22520143319842256, 0, 0, 0.9743122263860678)","(-4.492843144853764, -2.194165097648884, 0)",14,29.399744701954184,"(-0.1097082548824442, 4.492843144853764, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.8130155,"(43.838363135912644, -89.87879570601652, 300)","(0.22495782153532107, 0, 0, 0.9743685024312324)","(-4.493939785300826, -2.1919181567956323, 0)",15,20.739933044503008,"(-0.10959590783978161, 4.493939785300826, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.8630154,"(43.793413356865976, -89.90070604035695, 300)","(0.22471419580928848, 0, 0, 0.9744247175650794)","(-4.495035302017848, -2.1896706678432984, 0)",0,2.5769355996679155,"(-0.10948353339216493, 4.495035302017848, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.9130154,"(43.748452627077526, -89.92259389461779, 300)","(0.22447055603555455, 0, 0, 0.9744808717840946)","(-4.4961296947308895, -2.1874226313538765, 0)",1,5.261500422201201,"(-0.10937113156769382, 4.4961296947308895, 9800.0)","(0, 0, 125.66370614359172)"
1655298496.9630156,"(43.70348095778994, -89.9444592633259, 300)","(0.22422690222935004, 0, 0, 0.9745369650847676)","(-4.497222963166295, -2.185174047889497, 0)",2,6.542236591827866,"(-0.10925870239447485, 4.497222963166295, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.0130155,"(43.658498360248544, -89.96630214101376, 300)","(0.22398323440590648, 0, 0, 0.9745929974635918)","(-4.498315107050688, -2.1829249180124273, 0)",3,4.940705268140036,"(-0.10914624590062136, 4.498315107050688, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.0630155,"(43.61350484570151, -89.9881225222194, 300)","(0.2237395525804568, 0, 0, 0.9746489689170645)","(-4.49940612611097, -2.1806752422850755, 0)",4,6.629940055207278,"(-0.10903376211425378, 4.49940612611097, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.1130154,"(43.56850042539965, -90.00992040148658, 300)","(0.22349585676823425, 0, 0, 0.9747048794416866)","(-4.50049602007433, -2.1784250212699825, 0)",5,14.080877508373757,"(-0.10892125106349912, 4.50049602007433, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.1630154,"(43.52348511059647, -90.03169577336466, 300)","(0.22325214698447293, 0, 0, 0.9747607290339632)","(-4.501584788668233, -2.176174255529823, 0)",6,18.023510383178472,"(-0.10880871277649116, 4.501584788668233, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.2130156,"(43.47845891254833, -90.05344863240856, 300)","(0.22300842324440845, 0, 0, 0.9748165176904025)","(-4.502672431620428, -2.1739229456274165, 0)",7,13.106274808590998,"(-0.10869614728137082, 4.502672431620428, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.2630155,"(43.43342184251421, -90.0751789731789, 300)","(0.22276468556327664, 0, 0, 0.9748722454075173)","(-4.503758948658945, -2.1716710921257105, 0)",8,10.55087393899251,"(-0.10858355460628552, 4.503758948658945, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.3130155,"(43.38837391175582, -90.09688679024191, 300)","(0.22252093395631445, 0, 0, 0.9749279121818236)","(-4.504844339512095, -2.169418695587791, 0)",9,23.814517195799706,"(-0.10847093477938956, 4.504844339512095, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.3630154,"(43.343315131537565, -90.11857207816946, 300)","(0.22227716843875944, 0, 0, 0.9749835180098417)","(-4.505928603908473, -2.1671657565768783, 0)",10,31.38266860014338,"(-0.10835828782884392, 4.505928603908473, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.4130154,"(43.29824551312669, -90.14023483153905, 300)","(0.22203338902585074, 0, 0, 0.9750390628880954)","(-4.507011741576952, -2.1649122756563344, 0)",11,21.95188045114084,"(-0.10824561378281672, 4.507011741576952, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.4630156,"(43.25316506779299, -90.16187504493377, 300)","(0.22178959573282767, 0, 0, 0.9750945468131124)","(-4.508093752246689, -2.1626582533896497, 0)",12,10.033852764936496,"(-0.10813291266948248, 4.508093752246689, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.5130155,"(43.20807380680906, -90.18349271294244, 300)","(0.22154578857493057, 0, 0, 0.975149969781424)","(-4.509174635647122, -2.160403690340453, 0)",13,22.443907291644205,"(-0.10802018451702265, 4.509174635647122, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.5630155,"(43.16297174145012, -90.20508783015944, 300)","(0.2213019675674006, 0, 0, 0.9752053317895658)","(-4.510254391507972, -2.1581485870725063, 0)",14,29.43062648575628,"(-0.10790742935362531, 4.510254391507972, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.6130154,"(43.117858882994234, -90.2266603911848, 300)","(0.22105813272548022, 0, 0, 0.9752606328340768)","(-4.51133301955924, -2.155892944149712, 0)",15,20.670766936732317,"(-0.10779464720748559, 4.51133301955924, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.6630154,"(43.07273524272204, -90.24821039062421, 300)","(0.2208142840644123, 0, 0, 0.9753158729114999)","(-4.51241051953121, -2.153636762136102, 0)",0,2.5842395188469327,"(-0.1076818381068051, 4.51241051953121, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.7130156,"(43.02760083191686, -90.26973782308902, 300)","(0.22057042159944046, 0, 0, 0.9753710520183819)","(-4.513486891154451, -2.151380041595843, 0)",1,5.257320966399542,"(-0.10756900207979214, 4.513486891154451, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.7630155,"(42.98245566186483, -90.29124268319616, 300)","(0.22032654534580987, 0, 0, 0.9754261701512733)","(-4.514562134159808, -2.1491227830932416, 0)",2,6.5133736843001895,"(-0.10745613915466208, 4.514562134159808, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.8130155,"(42.93729974385469, -90.31272496556826, 300)","(0.2200826553187659, 0, 0, 0.9754812273067285)","(-4.515636248278413, -2.1468649871927346, 0)",3,4.901723938238273,"(-0.10734324935963672, 4.515636248278413, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.8630154,"(42.89213308917786, -90.33418466483357, 300)","(0.21983875153355498, 0, 0, 0.9755362234813056)","(-4.516709233241679, -2.1446066544588933, 0)",4,6.660308833888459,"(-0.10723033272294466, 4.516709233241679, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.9130154,"(42.846955709128444, -90.35562177562603, 300)","(0.21959483400542423, 0, 0, 0.9755911586715668)","(-4.517781088781302, -2.142347785456422, 0)",5,14.095554822226827,"(-0.1071173892728211, 4.517781088781302, 9800.0)","(0, 0, 125.66370614359172)"
1655298497.9630156,"(42.801767615003314, -90.37703629258516, 300)","(0.21935090274962227, 0, 0, 0.9756460328740776)","(-4.518851814629258, -2.140088380750166, 0)",6,17.96777159127779,"(-0.10700441903750829, 4.518851814629258, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.0130155,"(42.75656881810193, -90.39842821035614, 300)","(0.21910695778139788, 0, 0, 0.9757008460854079)","(-4.519921410517807, -2.1378284409050967, 0)",7,13.01654924325408,"(-0.10689142204525483, 4.519921410517807, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.0630155,"(42.71135932972645, -90.41979752358988, 300)","(0.21886299911600096, 0, 0, 0.9757555983021309)","(-4.5209898761794935, -2.1355679664863225, 0)",8,10.621262650123189,"(-0.10677839832431613, 4.5209898761794935, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.1130154,"(42.666139161181675, -90.44114422694285, 300)","(0.21861902676868206, 0, 0, 0.9758102895208239)","(-4.522057211347143, -2.1333069580590838, 0)",9,23.89293063050664,"(-0.10666534790295419, 4.522057211347143, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.1630154,"(42.6209083237752, -90.46246831507722, 300)","(0.21837504075469316, 0, 0, 0.9758649197380681)","(-4.523123415753861, -2.1310454161887598, 0)",10,31.343637494879736,"(-0.106552270809438, 4.523123415753861, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.2130156,"(42.57566682881715, -90.4837697826608, 300)","(0.21813104108928655, 0, 0, 0.9759194889504482)","(-4.5241884891330395, -2.1287833414408572, 0)",11,21.831109396201217,"(-0.10643916707204287, 4.5241884891330395, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.2630155,"(42.53041468762033, -90.50504862436708, 300)","(0.21788702778771527, 0, 0, 0.975973997154553)","(-4.5252524312183535, -2.126520734381016, 0)",12,10.118595184417371,"(-0.10632603671905082, 4.5252524312183535, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.3130155,"(42.48515191150032, -90.52630483487516, 300)","(0.21764300086523394, 0, 0, 0.9760284443469749)","(-4.526315241743758, -2.124257595575016, 0)",13,22.56382204742483,"(-0.1062128797787508, 4.526315241743758, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.3630154,"(42.43987851177525, -90.54753840886983, 300)","(0.21739896033709738, 0, 0, 0.9760828305243101)","(-4.5273769204434915, -2.1219939255887623, 0)",14,29.459632432164508,"(-0.10609969627943812, 4.5273769204434915, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.4130154,"(42.39459449976593, -90.56874934104157, 300)","(0.2171549062185614, 0, 0, 0.9761371556831591)","(-4.528437467052078, -2.1197297249882965, 0)",15,20.600305739103018,"(-0.10598648624941483, 4.528437467052078, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.4630156,"(42.3492998867958, -90.58993762608647, 300)","(0.2169108385248825, 0, 0, 0.9761914198201254)","(-4.529496881304324, -2.11746499433979, 0)",0,2.5917296980901114,"(-0.1058732497169895, 4.529496881304324, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.5130155,"(42.30399468419107, -90.6111032587063, 300)","(0.2166667572713187, 0, 0, 0.976245622931817)","(-4.530555162935315, -2.115199734209553, 0)",1,5.25340656094272,"(-0.10575998671047766, 4.530555162935315, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.5630155,"(42.25867890328045, -90.63224623360848, 300)","(0.2164226624731282, 0, 0, 0.9762997650148455)","(-4.5316123116804246, -2.1129339451640226, 0)",2,6.484885026736424,"(-0.10564669725820112, 4.5316123116804246, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.6130154,"(42.213352555395375, -90.65336654550616, 300)","(0.2161785541455702, 0, 0, 0.9763538460658261)","(-4.532668327275307, -2.110667627769769, 0)",3,4.863168107346208,"(-0.10553338138848845, 4.532668327275307, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.6630154,"(42.16801565186986, -90.67446418911808, 300)","(0.2159344323039046, 0, 0, 0.9764078660813781)","(-4.533723209455904, -2.108400782593493, 0)",4,6.691063672133274,"(-0.10542003912967465, 4.533723209455904, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.7130156,"(42.12266820404068, -90.69553915916867, 300)","(0.2156902969633928, 0, 0, 0.9764618250581245)","(-4.534776957958434, -2.106133410202034, 0)",5,14.110583730270113,"(-0.1053066705101017, 4.534776957958434, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.7630155,"(42.07731022324714, -90.71659145038808, 300)","(0.21544614813929638, 0, 0, 0.9765157229926922)","(-4.535829572519404, -2.1038655111623568, 0)",6,17.912397756587538,"(-0.10519327555811785, 4.535829572519404, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.8130155,"(42.03194172083119, -90.73762105751203, 300)","(0.21520198584687794, 0, 0, 0.9765695598817117)","(-4.536881052875602, -2.1015970860415596, 0)",7,12.927454179684537,"(-0.10507985430207797, 4.536881052875602, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.8630154,"(41.98656270813741, -90.75862797528202, 300)","(0.21495781010140075, 0, 0, 0.9766233357218176)","(-4.537931398764101, -2.0993281354068705, 0)",8,10.692257236815603,"(-0.10496640677034352, 4.537931398764101, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.9130154,"(41.94117319651309, -90.77961219844515, 300)","(0.21471362091812957, 0, 0, 0.9766770505096481)","(-4.538980609922257, -2.0970586598256546, 0)",9,23.971434438554052,"(-0.10485293299128273, 4.538980609922257, 9800.0)","(0, 0, 125.66370614359172)"
1655298498.9630156,"(41.89577319730806, -90.80057372175422, 300)","(0.2144694183123293, 0, 0, 0.9767307042418453)","(-4.540028686087711, -2.094788659865403, 0)",10,31.303790440771703,"(-0.10473943299327015, 4.540028686087711, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.0130155,"(41.85036272187475, -90.82151253996773, 300)","(0.21422520229926573, 0, 0, 0.9767842969150552)","(-4.541075626998387, -2.0925181360937377, 0)",11,21.710230987675068,"(-0.10462590680468688, 4.541075626998387, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.0630155,"(41.80494178156833, -90.8424286478498, 300)","(0.21398097289420615, 0, 0, 0.9768378285259274)","(-4.5421214323924906, -2.090247089078417, 0)",12,10.203904851316773,"(-0.10451235445392083, 4.5421214323924906, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.1130154,"(41.75951038774648, -90.86332204017027, 300)","(0.21373673011241798, 0, 0, 0.9768912990711154)","(-4.543166102008514, -2.087975519387324, 0)",13,22.683505770735433,"(-0.1043987759693662, 4.543166102008514, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.1630154,"(41.714068551769515, -90.88419271170467, 300)","(0.21349247396916976, 0, 0, 0.9769447085472767)","(-4.544209635585234, -2.085703427588476, 0)",14,29.486753709693893,"(-0.1042851713794238, 4.544209635585234, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.2130156,"(41.66861628500035, -90.90504065723421, 300)","(0.21324820447973056, 0, 0, 0.9769980569510724)","(-4.54525203286171, -2.0834308142500175, 0)",15,20.528572043356817,"(-0.10417154071250087, 4.54525203286171, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.2630155,"(41.6231535988046, -90.92586587154571, 300)","(0.21300392165937101, 0, 0, 0.9770513442791676)","(-4.5462932935772855, -2.0811576799402296, 0)",0,2.5994070211690588,"(-0.10405788399701149, 4.5462932935772855, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.3130155,"(41.577680504550365, -90.94666834943176, 300)","(0.21275962552336194, 0, 0, 0.9771045705282311)","(-4.547333417471588, -2.0788840252275183, 0)",1,5.249756844983988,"(-0.10394420126137592, 4.547333417471588, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.3630154,"(41.53219701360842, -90.9674480856906, 300)","(0.21251531608697516, 0, 0, 0.9771577356949354)","(-4.54837240428453, -2.0766098506804207, 0)",2,6.456768303990926,"(-0.10383049253402105, 4.54837240428453, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.4130154,"(41.486703137352066, -90.9882050751262, 300)","(0.2122709933654831, 0, 0, 0.977210839775957)","(-4.54941025375631, -2.0743351568676034, 0)",3,4.825034507427807,"(-0.10371675784338016, 4.54941025375631, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.4630156,"(41.441198887157334, -91.00893931254814, 300)","(0.2120266573741597, 0, 0, 0.9772638827679762)","(-4.5504469656274065, -2.0720599443578664, 0)",4,6.722207013652726,"(-0.10360299721789333, 4.5504469656274065, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.5130155,"(41.39568427440273, -91.02965079277173, 300)","(0.21178230812827914, 0, 0, 0.9773168646676771)","(-4.551482539638586, -2.0697842137201365, 0)",5,14.125964550884687,"(-0.10348921068600683, 4.551482539638586, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.5630155,"(41.35015931046935, -91.05033951061799, 300)","(0.2115379456431163, 0, 0, 0.9773697854717476)","(-4.552516975530899, -2.067507965523468, 0)",6,17.85738970664484,"(-0.10337539827617338, 4.552516975530899, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.6130154,"(41.304624006741, -91.0710054609136, 300)","(0.21129356993394757, 0, 0, 0.9774226451768795)","(-4.55355027304568, -2.0652312003370503, 0)",7,12.838990312253609,"(-0.10326156001685251, 4.55355027304568, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.6630154,"(41.259078374603945, -91.09164863849094, 300)","(0.21104918101604964, 0, 0, 0.9774754437797681)","(-4.554582431924547, -2.0629539187301975, 0)",8,10.763859688012257,"(-0.10314769593650987, 4.554582431924547, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.7130156,"(41.21352242544708, -91.1122690381881, 300)","(0.2108047789047001, 0, 0, 0.9775281812771132)","(-4.555613451909405, -2.060676121272354, 0)",9,24.050022412661043,"(-0.1030338060636177, 4.555613451909405, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.7630155,"(41.16795617066183, -91.13286665484888, 300)","(0.21056036361517716, 0, 0, 0.9775808576656175)","(-4.556643332742444, -2.058397808533092, 0)",10,31.263134028611145,"(-0.10291989042665459, 4.556643332742444, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.8130155,"(41.12237962164234, -91.1534414833227, 300)","(0.21031593516276062, 0, 0, 0.9776334729419883)","(-4.557672074166135, -2.056118981082117, 0)",11,21.589264683184453,"(-0.10280594905410585, 4.557672074166135, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.8630154,"(41.07679278978517, -91.17399351846474, 300)","(0.2100714935627303, 0, 0, 0.9776860271029364)","(-4.558699675923237, -2.053839639489259, 0)",12,10.289778645784436,"(-0.10269198197446294, 4.558699675923237, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.9130154,"(41.03119568648954, -91.1945227551359, 300)","(0.2098270388303672, 0, 0, 0.9777385201451765)","(-4.559726137756796, -2.051559784324477, 0)",13,22.802937321837003,"(-0.10257798921622385, 4.559726137756796, 9800.0)","(0, 0, 125.66370614359172)"
1655298499.9630156,"(40.98558832315715, -91.21502918820278, 300)","(0.20958257098095281, 0, 0, 0.9777909520654269)","(-4.560751459410139, -2.049279416157858, 0)",14,29.51198204622966,"(-0.10246397080789288, 4.560751459410139, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.0130155,"(40.93997071119242, -91.23551281253756, 300)","(0.2093380900297702, 0, 0, 0.9778433228604099)","(-4.561775640626879, -2.0469985355596214, 0)",15,20.455588706589168,"(-0.10234992677798106, 4.561775640626879, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.0630155,"(40.894342862002205, -91.25597362301828, 300)","(0.20909359599210245, 0, 0, 0.9778956325268517)","(-4.562798681150914, -2.0447171431001103, 0)",0,2.607272393462957,"(-0.10223585715500551, 4.562798681150914, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.1130154,"(40.848704786995896, -91.27641161452864, 300)","(0.2088490888832336, 0, 0, 0.9779478810614823)","(-4.563820580726432, -2.042435239349795, 0)",1,5.246371481976237,"(-0.10212176196748975, 4.563820580726432, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.1630154,"(40.80305649758561, -91.29682678195796, 300)","(0.20860456871844915, 0, 0, 0.9780000684610354)","(-4.564841339097898, -2.0401528248792804, 0)",2,6.4290212231429775,"(-0.10200764124396401, 4.564841339097898, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.2130156,"(40.757398005185834, -91.31721912020139, 300)","(0.20836003551303467, 0, 0, 0.9780521947222485)","(-4.565860956010069, -2.0378699002592917, 0)",3,4.787319878763845,"(-0.10189349501296459, 4.565860956010069, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.2630155,"(40.71172932121371, -91.33758862415971, 300)","(0.20811548928227686, 0, 0, 0.9781042598418629)","(-4.566879431207985, -2.0355864660606855, 0)",4,6.753741322981906,"(-0.10177932330303428, 4.566879431207985, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.3130155,"(40.66605045708885, -91.35793528873944, 300)","(0.20787093004146295, 0, 0, 0.9781562638166241)","(-4.567896764436973, -2.033302522854443, 0)",5,14.141697607875175,"(-0.10166512614272213, 4.567896764436973, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.3630154,"(40.62036142423354, -91.3782591088528, 300)","(0.20762635780588168, 0, 0, 0.978208206643281)","(-4.56891295544264, -2.031018071211677, 0)",6,17.802748233074418,"(-0.10155090356058386, 4.56891295544264, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.4130154,"(40.5746622340725, -91.39856007941772, 300)","(0.20738177259082194, 0, 0, 0.9782600883185865)","(-4.569928003970886, -2.028733111703625, 0)",7,12.751158204368133,"(-0.10143665558518124, 4.569928003970886, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.4630156,"(40.528952898033, -91.41883819535786, 300)","(0.2071371744115736, 0, 0, 0.9783119088392972)","(-4.570941909767893, -2.02644764490165, 0)",8,10.836071934134175,"(-0.1013223822450825, 4.570941909767893, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.5130155,"(40.48323342754484, -91.43909345160262, 300)","(0.2068925632834272, 0, 0, 0.9783636682021737)","(-4.571954672580131, -2.024161671377242, 0)",9,24.128688269464988,"(-0.1012080835688621, 4.571954672580131, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.5630155,"(40.43750383404046, -91.45932584308702, 300)","(0.20664793922167468, 0, 0, 0.9784153664039803)","(-4.572966292154351, -2.0218751917020232, 0)",10,31.221674963367214,"(-0.10109375958510115, 4.572966292154351, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.6130154,"(40.39176412895471, -91.47953536475187, 300)","(0.20640330224160822, 0, 0, 0.9784670034414852)","(-4.573976768237593, -2.0195882064477355, 0)",11,21.468229686864213,"(-0.10097941032238678, 4.573976768237593, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.6630154,"(40.346014323725015, -91.49972201154371, 300)","(0.20615865235852088, 0, 0, 0.9785185793114602)","(-4.574986100577185, -2.017300716186251, 0)",12,10.376213239858533,"(-0.10086503580931254, 4.574986100577185, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.7130156,"(40.30025442979127, -91.51988577841477, 300)","(0.20591398958770646, 0, 0, 0.9785700940106814)","(-4.575994288920739, -2.0150127214895637, 0)",13,22.922095342488966,"(-0.10075063607447819, 4.575994288920739, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.7630155,"(40.25448445859605, -91.54002666032301, 300)","(0.20566931394446014, 0, 0, 0.9786215475359282)","(-4.577001333016151, -2.0127242229298026, 0)",14,29.535309734468015,"(-0.10063621114649013, 4.577001333016151, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.8130155,"(40.20870442158428, -91.56014465223211, 300)","(0.20542462544407725, 0, 0, 0.9786729398839842)","(-4.578007232611606, -2.010435221079214, 0)",15,20.381378836406018,"(-0.1005217610539607, 4.578007232611606, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.8630154,"(40.16291433020343, -91.58023974911148, 300)","(0.20517992410185396, 0, 0, 0.9787242710516366)","(-4.579011987455575, -2.0081457165101715, 0)",0,2.6153267420262933,"(-0.10040728582550858, 4.579011987455575, 9800.0)","(0, 0, 125.66370614359172)"
1655298500.9130154,"(40.1171141959036, -91.60031194593624, 300)","(0.20493520993308786, 0, 0, 0.9787755410356764)","(-4.580015597296812, -2.0058557097951804, 0)",1,5.243250159662199,"(-0.100292785489759, 4.580015597296812, 9800.0)","(0, 0, 125.66370614359172)"
