timeStamp/s,positon/mm,q,velocity(mm/s),coil,E/uV,accelerator(mm/s^2),gyroscope(deg/s)
1655298268.2130156,"(39.083980833147116, 92.0458714024382, 300)","(0.979912933383467, 0, 0, 0.1994257831570658)","(4.60229357012191, -1.9541990416573558, 0)",3,20.26542128262422,"(-0.09770995208286778, -4.60229357012191, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.2630155,"(39.13000390063699, 92.02631577291429, 300)","(0.9798630408708002, 0, 0, 0.19967078187714032)","(4.6013157886457146, -1.9565001950318497, 0)",4,10.975422364709194,"(-0.09782500975159249, -4.6013157886457146, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.3130155,"(39.17601718349181, 92.00673713179245, 300)","(0.9798130871033323, 0, 0, 0.19991576811506834)","(4.600336856589623, -1.9588008591745902, 0)",5,24.268984845927722,"(-0.09794004295872952, -4.600336856589623, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.3630154,"(39.222020670205715, 91.98713548396839, 300)","(0.979763072084186, 0, 0, 0.2001607418555349)","(4.599356774198419, -1.9611010335102859, 0)",6,31.151261108473598,"(-0.09805505167551429, -4.599356774198419, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.4130154,"(39.26801434927533, 91.96751083434359, 300)","(0.9797129958164881, 0, 0, 0.20040570308322572)","(4.598375541717179, -1.9634007174637667, 0)",7,21.282804868254257,"(-0.09817003587318833, -4.598375541717179, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.4630156,"(39.31399820919974, 91.9478631878253, 300)","(0.9796628583033689, 0, 0, 0.20065065178282743)","(4.597393159391265, -1.9656999104599868, 0)",8,6.814945568561094,"(-0.09828499552299934, -4.597393159391265, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.5130155,"(39.35997223848045, 91.92819254932651, 300)","(0.9796126595479626, 0, 0, 0.20089558793902743)","(4.5964096274663255, -1.9679986119240225, 0)",9,14.170595653636505,"(-0.09839993059620113, -4.5964096274663255, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.5630155,"(39.40593642562146, 91.90849892376592, 300)","(0.9795623995534075, 0, 0, 0.2011405115365138)","(4.595424946188295, -1.9702968212810732, 0)",10,17.71305666554364,"(-0.09851484106405366, -4.595424946188295, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.6130154,"(39.45189075912921, 91.88878231606802, 300)","(0.9795120783228455, 0, 0, 0.20138542255997555)","(4.594439115803401, -1.9725945379564607, 0)",11,12.61789058713587,"(-0.09862972689782304, -4.594439115803401, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.6630154,"(39.49783522751263, 91.86904273116305, 300)","(0.9794616958594222, 0, 0, 0.20163032099410239)","(4.593452136558152, -1.9748917613756318, 0)",12,2.6227900208604673,"(-0.09874458806878159, -4.593452136558152, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.7130156,"(39.54376981928308, 91.84928017398698, 300)","(0.9794112521662873, 0, 0, 0.20187520682358476)","(4.592464008699349, -1.9771884909641537, 0)",13,5.240995159705251,"(-0.09885942454820769, -4.592464008699349, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.7630155,"(39.589694522954396, 91.82949464948152, 300)","(0.9793607472465943, 0, 0, 0.20212008003311402)","(4.591474732474076, -1.9794847261477198, 0)",14,6.383872147241783,"(-0.09897423630738598, -4.591474732474076, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.8130155,"(39.635609327042914, 91.80968616259413, 300)","(0.9793101811035003, 0, 0, 0.20236494060738222)","(4.590484308129707, -1.9817804663521457, 0)",15,4.7303739027065905,"(-0.09908902331760729, -4.590484308129707, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.8630154,"(39.68151422006743, 91.78985471827804, 300)","(0.9792595537401665, 0, 0, 0.20260978853108227)","(4.589492735913901, -1.9840757110033713, 0)",0,10.455026034381042,"(-0.09920378555016857, -4.589492735913901, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.9130154,"(39.7274091905492, 91.77000032149213, 300)","(0.9792088651597578, 0, 0, 0.2028546237889078)","(4.588500016074607, -1.98637045952746, 0)",1,23.014983315837778,"(-0.099318522976373, -4.588500016074607, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.9630156,"(39.77329422701201, 91.75012297720114, 300)","(0.9791581153654427, 0, 0, 0.20309944636555333)","(4.587506148860057, -1.9886647113506004, 0)",2,29.549582151059962,"(-0.09943323556753002, -4.587506148860057, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.0130155,"(39.81916931798206, 91.73022269037547, 300)","(0.9791073043603941, 0, 0, 0.20334425624571403)","(4.586511134518774, -1.990958465899103, 0)",3,20.34146396678703,"(-0.09954792329495515, -4.586511134518774, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.0630155,"(39.8650344519881, 91.71029946599128, 300)","(0.9790564321477881, 0, 0, 0.203589053414086)","(4.585514973299564, -1.993251722599405, 0)",4,10.902042570256945,"(-0.09966258612997025, -4.585514973299564, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.1130154,"(39.91088961756134, 91.69035330903047, 300)","(0.9790054987308051, 0, 0, 0.20383383785536605)","(4.584517665451523, -1.9955444808780667, 0)",5,24.190196061487477,"(-0.09977722404390334, -4.584517665451523, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.1630154,"(39.956734803235484, 91.67038422448066, 300)","(0.978954504112629, 0, 0, 0.2040786095542518)","(4.583519211224033, -1.997836740161774, 0)",6,31.194034519960002,"(-0.09989183700808871, -4.583519211224033, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.2130156,"(40.002569997546736, 91.65039221733518, 300)","(0.9789034482964476, 0, 0, 0.20432336849544175)","(4.582519610866759, -2.0001284998773365, 0)",7,21.40390841833512,"(-0.10000642499386683, -4.582519610866759, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.2630155,"(40.04839518903381, 91.63037729259317, 300)","(0.9788523312854528, 0, 0, 0.2045681146636351)","(4.5815188646296585, -2.0024197594516906, 0)",8,6.782659075985163,"(-0.10012098797258452, -4.5815188646296585, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.3130155,"(40.09421036623789, 91.61033945525942, 300)","(0.97880115308284, 0, 0, 0.2048128480435318)","(4.580516972762972, -2.0047105183118945, 0)",9,14.154234357097655,"(-0.10023552591559472, -4.580516972762972, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.3630154,"(40.140015517702686, 91.5902787103445, 300)","(0.9787499136918085, 0, 0, 0.2050575686198328)","(4.579513935517225, -2.0070007758851345, 0)",10,17.76708934993625,"(-0.10035003879425672, -4.579513935517225, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.4130154,"(40.18581063197442, 91.5701950628647, 300)","(0.9786986131155615, 0, 0, 0.20530227637723963)","(4.578509753143235, -2.009290531598721, 0)",11,12.704754512345154,"(-0.10046452657993606, -4.578509753143235, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.4630156,"(40.23159569760182, 91.55008851784201, 300)","(0.978647251357306, 0, 0, 0.20554697130045474)","(4.5775044258921005, -2.011579784880091, 0)",12,2.6145635935980303,"(-0.10057898924400455, -4.5775044258921005, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.5130155,"(40.277370703136114, 91.52995908030415, 300)","(0.9785958284202527, 0, 0, 0.2057916533741814)","(4.576497954015208, -2.0138685351568055, 0)",13,5.243910401833295,"(-0.10069342675784028, -4.576497954015208, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.5630155,"(40.32313563713106, 91.5098067552846, 300)","(0.9785443443076165, 0, 0, 0.20603632258312365)","(4.57549033776423, -2.016156781856553, 0)",14,6.411011992347789,"(-0.10080783909282764, -4.57549033776423, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.6130154,"(40.36889048814291, 91.48963154782254, 300)","(0.9784927990226155, 0, 0, 0.20628097891198627)","(4.5744815773911265, -2.0184445244071454, 0)",15,4.767453277977852,"(-0.10092222622035728, -4.5744815773911265, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.6630154,"(40.414635244730476, 91.46943346296285, 300)","(0.9784411925684723, 0, 0, 0.20652562234547492)","(4.573471673148143, -2.020731762236524, 0)",0,10.368086267606568,"(-0.1010365881118262, -4.573471673148143, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.7130156,"(40.460369895455074, 91.44921250575618, 300)","(0.9783895249484128, 0, 0, 0.20677025286829606)","(4.5724606252878095, -2.023018494772754, 0)",1,22.896053989621606,"(-0.10115092473863768, -4.5724606252878095, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.7630155,"(40.50609442888054, 91.42896868125887, 300)","(0.9783377961656671, 0, 0, 0.20701487046515696)","(4.571448434062943, -2.0253047214440265, 0)",2,29.527505677830383,"(-0.10126523607220134, -4.571448434062943, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.8130155,"(40.55180883357325, 91.40870199453295, 300)","(0.9782860062234687, 0, 0, 0.20725947512076565)","(4.570435099726647, -2.027590441678662, 0)",3,20.41631595263102,"(-0.10137952208393311, -4.570435099726647, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.8630154,"(40.5975130981021, 91.38841245064621, 300)","(0.9782341551250555, 0, 0, 0.20750406681983105)","(4.569420622532311, -2.029875654905105, 0)",4,10.829276080758856,"(-0.10149378274525525, -4.569420622532311, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.9130154,"(40.64320721103854, 91.36810005467217, 300)","(0.9781822428736686, 0, 0, 0.20774864554706282)","(4.568405002733609, -2.032160360551927, 0)",5,24.11147377974119,"(-0.10160801802759635, -4.568405002733609, 9800.0)","(0, 0, 125.66370614359172)"
1655298269.9630156,"(40.68889116095655, 91.34776481169001, 300)","(0.9781302694725534, 0, 0, 0.20799321128717144)","(4.567388240584501, -2.0344445580478276, 0)",6,31.23601662849047,"(-0.10172222790239138, -4.567388240584501, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.0130155,"(40.73456493643265, 91.32740672678466, 300)","(0.978078234924959, 0, 0, 0.20823776402486824)","(4.566370336339233, -2.0367282468216326, 0)",7,21.52497218413994,"(-0.10183641234108162, -4.566370336339233, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.0630155,"(40.7802285260459, 91.30702580504675, 300)","(0.9780261392341382, 0, 0, 0.20848230374486532)","(4.565351290252337, -2.039011426302295, 0)",8,6.750768306056984,"(-0.10195057131511476, -4.565351290252337, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.1130154,"(40.825881918377924, 91.2866220515726, 300)","(0.9779739824033475, 0, 0, 0.20872683043187562)","(4.56433110257863, -2.0412940959188965, 0)",9,14.138225886719274,"(-0.10206470479594482, -4.56433110257863, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.1630154,"(40.871525102012875, 91.2661954714643, 300)","(0.9779217644358477, 0, 0, 0.20897134407061288)","(4.5633097735732155, -2.0435762551006436, 0)",10,17.821489844547262,"(-0.10217881275503218, -4.5633097735732155, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.2130156,"(40.91715806553747, 91.2457460698296, 300)","(0.9778694853349029, 0, 0, 0.20921584464579174)","(4.5622873034914795, -2.0458579032768736, 0)",11,12.792250812848096,"(-0.10229289516384368, -4.5622873034914795, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.2630155,"(40.96278079754098, 91.22527385178194, 300)","(0.9778171451037815, 0, 0, 0.20946033214212745)","(4.561263692589097, -2.048139039877049, 0)",12,2.6065270015280877,"(-0.10240695199385245, -4.561263692589097, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.3130155,"(41.00839328661523, 91.2047788224405, 300)","(0.9777647437457553, 0, 0, 0.2097048065443363)","(4.560238941122025, -2.0504196643307617, 0)",13,5.247089457598969,"(-0.10252098321653808, -4.560238941122025, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.3630154,"(41.053995521354615, 91.18426098693017, 300)","(0.9777122812641001, 0, 0, 0.20994926783713524)","(4.559213049346508, -2.0526997760677306, 0)",14,6.438517731036037,"(-0.10263498880338653, -4.559213049346508, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.4130154,"(41.09958749035608, 91.16372035038151, 300)","(0.9776597576620957, 0, 0, 0.21019371600524217)","(4.558186017519076, -2.054979374517804, 0)",15,4.804946650926997,"(-0.1027489687258902, -4.558186017519076, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.4630156,"(41.14516918221916, 91.14315691793084, 300)","(0.9776071729430252, 0, 0, 0.2104381510333757)","(4.557157845896541, -2.057258459110958, 0)",0,10.28170410142766,"(-0.1028629229555479, -4.557157845896541, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.5130155,"(41.190740585545946, 91.12257069472007, 300)","(0.9775545271101763, 0, 0, 0.2106825729062554)","(4.556128534736004, -2.059537029277297, 0)",1,22.776834298239805,"(-0.10297685146386486, -4.556128534736004, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.5630155,"(41.23630168894108, 91.10196168589695, 300)","(0.9775018201668397, 0, 0, 0.2109269816086014)","(4.555098084294848, -2.0618150844470544, 0)",2,29.503523807795712,"(-0.10309075422235271, -4.555098084294848, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.6130154,"(41.281852481011825, 91.0813298966148, 300)","(0.9774490521163106, 0, 0, 0.21117137712513498)","(4.5540664948307406, -2.0640926240505912, 0)",3,20.489953777766367,"(-0.10320463120252957, -4.5540664948307406, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.6630154,"(41.327392950367994, 91.06067533203273, 300)","(0.9773962229618874, 0, 0, 0.211415759440578)","(4.5530337666016365, -2.0663696475183997, 0)",4,10.757121083294985,"(-0.10331848237591998, -4.5530337666016365, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.7130156,"(41.37292308562197, 91.0399979973155, 300)","(0.977343332706873, 0, 0, 0.21166012853965327)","(4.551999899865774, -2.0686461542810983, 0)",5,24.032824419016148,"(-0.10343230771405493, -4.551999899865774, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.7630155,"(41.418442875388756, 91.01929789763355, 300)","(0.9772903813545735, 0, 0, 0.2119044844070844)","(4.550964894881677, -2.0709221437694376, 0)",6,31.27720054502618,"(-0.10354610718847189, -4.550964894881677, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.8130155,"(41.46395230828592, 90.99857503816304, 300)","(0.9772373689082992, 0, 0, 0.2121488270275958)","(4.549928751908152, -2.073197615414296, 0)",7,21.645977356058737,"(-0.1036598807707148, -4.549928751908152, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.8630154,"(41.509451372933604, 90.97782942408584, 300)","(0.9771842953713641, 0, 0, 0.2123931563859127)","(4.548891471204292, -2.0754725686466804, 0)",8,6.719270755212054,"(-0.10377362843233401, -4.548891471204292, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.9130154,"(41.554940057954575, 90.95706106058947, 300)","(0.9771311607470858, 0, 0, 0.2126374724667612)","(4.547853053029474, -2.0777470028977287, 0)",9,14.122569909375263,"(-0.10388735014488644, -4.547853053029474, 9800.0)","(0, 0, 125.66370614359172)"
1655298270.9630156,"(41.600418351974184, 90.93626995286715, 300)","(0.9770779650387863, 0, 0, 0.21288177525486823)","(4.546813497643358, -2.080020917598709, 0)",10,17.876257415825563,"(-0.10400104587993546, -4.546813497643358, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.0130155,"(41.64588624362037, 90.9154561061178, 300)","(0.9770247082497909, 0, 0, 0.2131260647349615)","(4.54577280530589, -2.0822943121810185, 0)",11,12.88037911996906,"(-0.10411471560905092, -4.54577280530589, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.0630155,"(41.69134372152367, 90.894619525546, 300)","(0.9769713903834288, 0, 0, 0.21337034089176965)","(4.5447309762773, -2.0845671860761836, 0)",12,2.5986792978935918,"(-0.10422835930380918, -4.5447309762773, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.1130154,"(41.736790774317264, 90.87376021636204, 300)","(0.9769180114430331, 0, 0, 0.21361460371002206)","(4.543688010818102, -2.086839538715863, 0)",13,5.2505326202895635,"(-0.10434197693579315, -4.543688010818102, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.1630154,"(41.78222739063688, 90.85287818378191, 300)","(0.9768645714319408, 0, 0, 0.21385885317444892)","(4.5426439091890956, -2.089111369531844, 0)",14,6.46639161905192,"(-0.10445556847659221, -4.5426439091890956, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.2130156,"(41.82765355912091, 90.8319734330272, 300)","(0.9768110703534927, 0, 0, 0.21410308926978136)","(4.54159867165136, -2.0913826779560454, 0)",15,4.842857267053099,"(-0.10456913389780227, -4.54159867165136, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.2630155,"(41.87306926841031, 90.8110459693253, 300)","(0.9767575082110331, 0, 0, 0.2143473119807513)","(4.540552298466265, -2.0936534634205155, 0)",0,10.195883055798308,"(-0.10468267317102578, -4.540552298466265, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.3130155,"(41.9184745071487, 90.79009579790917, 300)","(0.9767038850079106, 0, 0, 0.21459152129209144)","(4.539504789895458, -2.095923725357435, 0)",1,22.657345766926415,"(-0.10479618626787175, -4.539504789895458, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.3630154,"(41.963869263982275, 90.76912292401752, 300)","(0.9766502007474772, 0, 0, 0.21483571718853545)","(4.538456146200876, -2.098193463199114, 0)",2,29.47764387481859,"(-0.1049096731599557, -4.538456146200876, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.4130154,"(42.009253527559885, 90.74812735289471, 300)","(0.976596455433089, 0, 0, 0.2150798996548177)","(4.537406367644736, -2.1004626763779943, 0)",3,20.5623542075488,"(-0.10502313381889972, -4.537406367644736, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.4630156,"(42.054627286532984, 90.72710908979077, 300)","(0.976542649068106, 0, 0, 0.21532406867567344)","(4.536355454489539, -2.102731364326649, 0)",4,10.685575702322806,"(-0.10513656821633245, -4.536355454489539, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.5130155,"(42.09999052955565, 90.70606813996143, 300)","(0.9764887816558914, 0, 0, 0.21556822423583882)","(4.5353034069980716, -2.1049995264777825, 0)",5,23.954254321964186,"(-0.10524997632388912, -4.5353034069980716, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.5630155,"(42.1453432452846, 90.68500450866804, 300)","(0.9764348531998129, 0, 0, 0.21581236632005074)","(4.534250225433402, -2.10726716226423, 0)",6,31.317579490908585,"(-0.1053633581132115, -4.534250225433402, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.6130154,"(42.19068542237919, 90.6639182011777, 300)","(0.9763808637032418, 0, 0, 0.21605649491304704)","(4.533195910058884, -2.1095342711189597, 0)",7,21.766904865988234,"(-0.10547671355594798, -4.533195910058884, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.6630154,"(42.2360170495014, 90.6428092227631, 300)","(0.9763268131695532, 0, 0, 0.21630060999956635)","(4.532140461138155, -2.11180085247507, 0)",8,6.688163940248418,"(-0.1055900426237535, -4.532140461138155, 9800.0)","(0, 0, 125.66370614359172)"
1655298271.7130156,"(42.28133811531585, 90.62167757870266, 300)","(0.9762727016021258, 0, 0, 0.21654471156434815)","(4.531083878935132, -2.1140669057657924, 0)",9,14.107266097118314,"(-0.10570334528828962, -4.531083878935132, 9800.0)","(0, 0, 125.66370614359172)"
